PacketId,Role,StatusWord,Qx,Qy,Qz,Qw,Gx,Gy,Gz,FreeAx,FreeAy,FreeAz,Ax,Ay,Az,DQx,DQy,DQz,DQw,DVx,DVy,DVz
535,Right,0,-0.0083,0.0109,0.4841,0.8749,0.0024,0.0031,0.0037,0.0000,0.0000,-0.0825,-0.2648,-0.0383,9.7265,0.0000,0.0000,0.0000,1.0000,-0.0066,-0.0010,0.2432
535,Pelvis,0,-0.1201,-0.6464,-0.1428,0.7398,0.0024,0.0006,0.0018,-0.0000,-0.0000,-0.0053,9.7168,0.0678,1.3283,0.0000,0.0000,0.0000,1.0000,0.2429,0.0017,0.0332
536,Right,0,-0.0083,0.0110,0.4841,0.8749,0.0012,0.0031,0.0043,-0.0060,-0.0083,-0.0724,-0.2753,-0.0378,9.7363,0.0000,0.0000,0.0001,1.0000,-0.0069,-0.0009,0.2434
536,Left,0,0.0062,0.0136,-0.3577,0.9337,0.0116,0.0021,0.0064,-0.0000,-0.0000,9.5904,-0.2890,0.0205,9.6972,0.0003,0.0001,0.0002,1.0000,-0.0144,0.0009,0.4849
536,Pelvis,0,-0.1201,-0.6464,-0.1428,0.7398,0.0012,0.0006,0.0018,-0.0063,-0.0083,-0.0247,9.6972,0.0576,1.3285,0.0000,0.0000,0.0000,1.0000,0.2424,0.0014,0.0332
537,Right,0,-0.0083,0.0110,0.4842,0.8749,0.0018,0.0031,0.0037,-0.0112,-0.0164,-0.0722,-0.2858,-0.0374,9.7363,0.0000,0.0000,0.0000,1.0000,-0.0071,-0.0009,0.2434
537,Left,0,0.0063,0.0135,-0.3576,0.9337,0.0134,0.0018,0.0067,-0.0041,0.0048,-0.1208,-0.2947,0.0201,9.6874,0.0002,0.0000,0.0001,1.0000,-0.0074,0.0005,0.2422
537,Pelvis,0,-0.1200,-0.6464,-0.1428,0.7399,0.0031,0.0024,0.0018,-0.0041,-0.0108,-0.0054,9.7167,0.0573,1.3289,0.0000,0.0000,0.0000,1.0000,0.2429,0.0014,0.0332
538,Right,0,-0.0083,0.0111,0.4842,0.8748,0.0024,0.0037,0.0037,-0.0008,0.0002,-0.0727,-0.2671,-0.0369,9.7362,0.0000,0.0000,0.0000,1.0000,-0.0067,-0.0009,0.2434
538,Left,0,0.0065,0.0135,-0.3576,0.9338,0.0128,0.0024,0.0067,0.0095,0.0055,-0.1210,-0.2854,0.0331,9.6874,0.0002,0.0000,0.0001,1.0000,-0.0071,0.0008,0.2422
538,Pelvis,0,-0.1200,-0.6464,-0.1427,0.7399,0.0018,0.0012,0.0012,0.0073,-0.0049,-0.0163,9.7069,0.0667,1.3195,0.0000,0.0000,0.0000,1.0000,0.2427,0.0017,0.0330
539,Right,0,-0.0083,0.0111,0.4843,0.8748,0.0012,0.0043,0.0043,-0.0007,0.0005,-0.0629,-0.2681,-0.0364,9.7460,0.0000,0.0001,0.0001,1.0000,-0.0067,-0.0009,0.2436
539,Pelvis,0,-0.1199,-0.6464,-0.1428,0.7399,0.0024,-0.0006,0.0018,-0.0085,-0.0008,0.0057,9.7264,0.0664,1.3391,0.0000,-0.0000,0.0000,1.0000,0.2432,0.0017,0.0335
540,Right,0,-0.0083,0.0112,0.4843,0.8748,0.0024,0.0037,0.0055,-0.0141,-0.0026,-0.0627,-0.2788,-0.0261,9.7460,0.0000,0.0000,0.0001,1.0000,-0.0070,-0.0007,0.2436
540,Left,0,0.0068,0.0134,-0.3574,0.9338,0.0116,0.0009,0.0067,-0.0110,0.0042,-0.1109,-0.3006,0.0229,9.6972,0.0003,0.0000,0.0002,1.0000,-0.0150,0.0010,0.4849
540,Pelvis,0,-0.1198,-0.6464,-0.1428,0.7399,0.0024,0.0012,0.0006,0.0251,-0.0148,-0.0190,9.7069,0.0662,1.3001,0.0000,0.0000,0.0000,1.0000,0.2427,0.0017,0.0325
541,Left,0,0.0069,0.0134,-0.3573,0.9339,0.0134,0.0012,0.0079,-0.0098,-0.0165,-0.1113,-0.2863,0.0128,9.6972,0.0002,0.0000,0.0001,1.0000,-0.0072,0.0003,0.2424
