Timestamp,PacketId,Pelvis_AccX,Pelvis_AccY,Pelvis_AccZ,Pelvis_GyrX,Pelvis_GyrY,Pelvis_GyrZ,Pelvis_QuatW,Pelvis_QuatX,Pelvis_QuatY,Pelvis_QuatZ,Left_AccX,Left_AccY,Left_AccZ,Left_GyrX,Left_GyrY,Left_GyrZ,Left_QuatW,Left_QuatX,Left_QuatY,Left_QuatZ,Right_AccX,Right_AccY,Right_AccZ,Right_GyrX,Right_GyrY,Right_GyrZ,Right_QuatW,Right_QuatX,Right_QuatY,Right_QuatZ,GaitEvent_LeftStance,GaitEvent_RightStance,GaitEvent_IsWalking,MotionContext_State,MotionContext_Confidence,PD_DirectionDeg,PD_Stability,PD_IsValid,FPA_Left_Deg,FPA_Left_Error,FPA_Left_OnTarget,FPA_Right_Deg,FPA_Right_Error,FPA_Right_OnTarget
1783432870566,1110,9.6205,0.2307,1.8308,-0.0109,-0.0001,0.0037,-0.429000,-0.538100,0.345000,-0.638200,-2.0112,-1.4068,9.4429,0.0113,0.0108,0.0031,-0.343100,0.121300,0.030400,-0.930900,-2.9708,1.7001,9.1589,-0.0006,0.0071,0.0049,0.940200,0.041300,0.174500,0.289500,False,False,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870577,1111,9.6232,0.2269,1.8443,-0.0099,0.0011,0.0034,-0.429400,-0.537900,0.345400,-0.638000,-2.0214,-1.4123,9.4302,0.0118,0.0112,0.0031,-0.343000,0.121300,0.030300,-0.931000,-2.9717,1.6810,9.1862,-0.0007,0.0059,0.0058,0.940200,0.041300,0.174500,0.289500,False,False,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870588,1112,9.6582,0.2036,1.7974,-0.0098,-0.0009,0.0044,-0.428800,-0.538100,0.345000,-0.638400,-2.0115,-1.4166,9.4045,0.0109,0.0101,0.0040,-0.344200,0.121400,0.030200,-0.930500,-2.9582,1.6926,9.1798,-0.0009,0.0065,0.0057,0.940000,0.041100,0.174500,0.290200,False,False,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870599,1113,9.6643,0.2267,1.7869,-0.0112,0.0038,0.0045,-0.428900,-0.538000,0.345200,-0.638300,-2.0347,-1.4036,9.4251,0.0118,0.0112,0.0030,-0.344600,0.121400,0.030100,-0.930400,-2.9731,1.6945,9.1806,-0.0001,0.0062,0.0063,0.939700,0.040800,0.174500,0.291300,False,False,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870610,1114,9.6465,0.2350,1.8003,-0.0107,0.0027,0.0052,-0.428400,-0.538200,0.344900,-0.638600,-2.0366,-1.4125,9.4171,0.0087,0.0080,0.0020,-0.346500,0.121600,0.029900,-0.929700,-2.9659,1.6942,9.2000,0.0007,0.0089,0.0052,0.939800,0.040800,0.174500,0.291000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870620,1115,9.6426,0.2048,1.8032,-0.0046,-0.0004,0.0022,-0.427900,-0.538400,0.344600,-0.639000,-2.0306,-1.4033,9.4079,0.0111,0.0074,0.0048,-0.347400,0.121700,0.029800,-0.929300,-2.9701,1.6881,9.1811,-0.0006,0.0091,0.0053,0.939700,0.040600,0.174600,0.291300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870631,1116,9.6316,0.1860,1.8090,-0.0012,-0.0021,0.0057,-0.427800,-0.538400,0.344700,-0.639000,-2.0199,-1.4153,9.4183,0.0123,0.0051,0.0018,-0.347200,0.121700,0.029800,-0.929400,-2.9741,1.6819,9.1622,-0.0006,0.0071,0.0049,0.939800,0.040700,0.174600,0.291000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870641,1117,9.6415,0.2383,1.7955,-0.0004,0.0019,0.0041,-0.427100,-0.538700,0.344200,-0.639400,-2.0174,-1.3938,9.4038,0.0120,0.0046,0.0011,-0.346900,0.121700,0.029900,-0.929500,-2.9783,1.6993,9.1873,0.0008,0.0071,0.0061,0.939900,0.040700,0.174600,0.290600,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870651,1118,9.6616,0.2100,1.8151,-0.0017,-0.0013,0.0040,-0.427300,-0.538600,0.344400,-0.639300,-2.0189,-1.4102,9.4318,0.0108,0.0082,0.0030,-0.346400,0.121700,0.029900,-0.929700,-2.9600,1.7008,9.1734,0.0009,0.0084,0.0052,0.939800,0.040600,0.174600,0.290800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870662,1119,9.6655,0.1839,1.7951,0.0027,0.0001,0.0024,-0.427900,-0.538200,0.344900,-0.639000,-2.0166,-1.4118,9.4015,0.0097,0.0104,0.0053,-0.347300,0.121800,0.029800,-0.929300,-2.9617,1.7012,9.1728,-0.0004,0.0086,0.0054,0.939700,0.040500,0.174700,0.291300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870673,1120,9.6678,0.1663,1.8272,0.0144,0.0008,0.0033,-0.427500,-0.538500,0.344600,-0.639200,-2.0245,-1.4049,9.4314,0.0103,0.0149,0.0063,-0.347200,0.121800,0.029800,-0.929400,-2.9813,1.7168,9.1898,-0.0006,0.0103,0.0038,0.939300,0.040200,0.174700,0.292400,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870683,1121,9.6442,0.2337,1.8093,0.0171,0.0039,0.0031,-0.426900,-0.538700,0.344200,-0.639600,-2.0513,-1.4144,9.4228,0.0090,0.0125,0.0061,-0.347700,0.121900,0.029700,-0.929200,-2.9669,1.6792,9.1899,0.0012,0.0109,0.0041,0.939200,0.040100,0.174800,0.292900,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870694,1122,9.6217,0.2521,1.8397,0.0112,0.0047,0.0040,-0.427200,-0.538600,0.344300,-0.639400,-2.0423,-1.4075,9.4049,0.0117,0.0122,0.0042,-0.347000,0.121900,0.029700,-0.929400,-2.9807,1.6974,9.1946,-0.0009,0.0117,0.0056,0.939200,0.040100,0.174800,0.292800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870705,1123,9.6277,0.2222,1.8123,0.0061,0.0029,0.0018,-0.427000,-0.538700,0.344100,-0.639600,-2.0255,-1.4113,9.4275,0.0089,0.0115,0.0056,-0.347300,0.122000,0.029700,-0.929300,-2.9706,1.6928,9.1835,0.0003,0.0111,0.0029,0.939200,0.040000,0.174900,0.292700,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870715,1124,9.6503,0.2054,1.8055,0.0075,0.0048,0.0004,-0.426600,-0.538900,0.343800,-0.639800,-2.0487,-1.4100,9.4401,0.0104,0.0130,0.0046,-0.346600,0.122100,0.029700,-0.929600,-2.9737,1.6899,9.1737,-0.0005,0.0073,0.0062,0.939200,0.040000,0.174900,0.292800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870727,1125,9.6432,0.2186,1.8315,0.0065,0.0008,0.0006,-0.426700,-0.538900,0.343800,-0.639800,-2.0311,-1.3983,9.3913,0.0108,0.0111,0.0052,-0.346600,0.122200,0.029700,-0.929500,-2.9889,1.6821,9.1882,-0.0004,0.0087,0.0060,0.939400,0.040100,0.175000,0.292100,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432870737,1126,9.6256,0.2287,1.8438,0.0061,-0.0030,0.0007,-0.426500,-0.539000,0.343700,-0.639900,-2.0619,-1.4129,9.4271,0.0104,0.0097,0.0040,-0.347600,0.122300,0.029600,-0.929200,-2.9777,1.6876,9.1634,0.0017,0.0048,0.0063,0.939400,0.040100,0.175000,0.292200,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
