Timestamp,PacketId,Pelvis_AccX,Pelvis_AccY,Pelvis_AccZ,Pelvis_GyrX,Pelvis_GyrY,Pelvis_GyrZ,Pelvis_QuatW,Pelvis_QuatX,Pelvis_QuatY,Pelvis_QuatZ,Left_AccX,Left_AccY,Left_AccZ,Left_GyrX,Left_GyrY,Left_GyrZ,Left_QuatW,Left_QuatX,Left_QuatY,Left_QuatZ,Right_AccX,Right_AccY,Right_AccZ,Right_GyrX,Right_GyrY,Right_GyrZ,Right_QuatW,Right_QuatX,Right_QuatY,Right_QuatZ,GaitEvent_LeftStance,GaitEvent_RightStance,GaitEvent_IsWalking,MotionContext_State,MotionContext_Confidence,PD_DirectionDeg,PD_Stability,PD_IsValid,FPA_Left_Deg,FPA_Left_Error,FPA_Left_OnTarget,FPA_Right_Deg,FPA_Right_Error,FPA_Right_OnTarget,FPA_Quality,Stage,Attempt
1784541098702,3581175,9.7701,0.0480,0.9641,0.0024,0.0014,0.0031,0.023469,-0.671054,-0.022997,-0.740680,-0.0149,0.0899,9.7241,0.0099,0.0021,0.0019,0.207238,0.003607,-0.002887,-0.978280,-0.0039,-0.0105,9.7723,0.0016,0.0048,-0.0035,-0.006806,0.006403,0.005996,-0.999938,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098726,3581176,9.7692,0.0492,0.9740,0.0025,0.0011,0.0006,0.023465,-0.671052,-0.023008,-0.740681,-0.0247,0.0864,9.7157,0.0113,0.0028,0.0037,0.207259,0.003616,-0.002905,-0.978275,-0.0134,-0.0127,9.7680,0.0037,0.0047,-0.0016,-0.006826,0.006390,0.005983,-0.999938,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098752,3581177,9.7621,0.0450,0.9445,0.0018,0.0012,0.0012,0.023462,-0.671051,-0.023008,-0.740683,-0.0100,0.0876,9.7341,0.0084,0.0020,0.0025,0.207264,0.003608,-0.002891,-0.978274,-0.0081,-0.0231,9.7629,0.0025,0.0045,-0.0019,-0.006849,0.006376,0.005985,-0.999938,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098778,3581178,9.7700,0.0471,0.9650,0.0012,0.0007,0.0012,0.023456,-0.671054,-0.023003,-0.740680,-0.0227,0.0886,9.7025,0.0099,0.0024,0.0024,0.207270,0.003609,-0.002894,-0.978273,-0.0144,-0.0204,9.7711,0.0031,0.0064,-0.0027,-0.006880,0.006384,0.005979,-0.999938,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098803,3581179,9.7691,0.0485,0.9749,0.0019,0.0018,0.0012,0.023455,-0.671047,-0.023004,-0.740686,-0.0140,0.0892,9.7050,0.0106,0.0023,0.0025,0.207275,0.003611,-0.002905,-0.978272,-0.0025,-0.0189,9.7672,0.0025,0.0045,-0.0019,-0.006900,0.006369,0.005980,-0.999938,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098827,3581180,9.7614,0.0573,0.9630,0.0013,0.0005,0.0000,0.023438,-0.671053,-0.023012,-0.740682,-0.0025,0.0772,9.7251,0.0100,0.0029,0.0022,0.207280,0.003618,-0.002907,-0.978271,-0.0037,-0.0184,9.7672,0.0017,0.0051,-0.0016,-0.006915,0.006360,0.005992,-0.999938,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098852,3581181,9.7776,0.0378,0.9781,0.0019,0.0024,0.0011,0.023436,-0.671041,-0.023014,-0.740693,-0.0059,0.0766,9.6961,0.0112,0.0020,0.0034,0.207298,0.003617,-0.002926,-0.978267,-0.0100,-0.0158,9.7754,0.0027,0.0069,-0.0035,-0.006968,0.006374,0.005991,-0.999937,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098878,3581182,9.7622,0.0551,0.9540,0.0017,-0.0005,0.0026,0.023444,-0.671055,-0.023002,-0.740680,-0.0222,0.0861,9.7199,0.0109,0.0039,0.0017,0.207293,0.003640,-0.002937,-0.978268,-0.0148,-0.0201,9.7629,0.0021,0.0044,-0.0027,-0.006998,0.006357,0.005998,-0.999937,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098927,3581184,9.7643,0.0536,0.9792,0.0015,0.0003,0.0007,0.023427,-0.671070,-0.023008,-0.740666,-0.0218,0.0886,9.7133,0.0096,0.0027,0.0029,0.207313,0.003654,-0.002927,-0.978263,-0.0044,-0.0179,9.7590,0.0020,0.0056,-0.0029,-0.007053,0.006368,0.005995,-0.999937,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098950,3581185,9.7699,0.0457,0.9664,0.0013,0.0012,-0.0000,0.023409,-0.671069,-0.023015,-0.740668,-0.0090,0.0842,9.7325,0.0092,0.0024,0.0023,0.207313,0.003648,-0.002926,-0.978263,-0.0091,-0.0245,9.7703,0.0022,0.0049,-0.0033,-0.007093,0.006360,0.006001,-0.999937,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541098976,3581186,9.7506,0.0474,0.9645,0.0012,0.0007,0.0018,0.023409,-0.671073,-0.023006,-0.740664,-0.0217,0.0772,9.6952,0.0094,0.0024,0.0010,0.207299,0.003648,-0.002921,-0.978266,-0.0074,-0.0422,9.7766,0.0030,0.0047,-0.0012,-0.007107,0.006347,0.005997,-0.999937,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099001,3581187,9.7611,0.0446,0.9563,0.0025,0.0018,0.0006,0.023409,-0.671067,-0.023019,-0.740669,-0.0070,0.0862,9.7192,0.0099,0.0024,0.0024,0.207305,0.003648,-0.002924,-0.978265,-0.0063,-0.0022,9.7684,0.0024,0.0064,-0.0022,-0.007143,0.006354,0.006000,-0.999936,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099027,3581188,9.7795,0.0442,0.9685,0.0019,0.0024,0.0011,0.023409,-0.671055,-0.023021,-0.740681,-0.0168,0.0904,9.7166,0.0092,0.0024,0.0023,0.207309,0.003648,-0.002918,-0.978264,0.0085,-0.0190,9.7707,0.0026,0.0051,-0.0026,-0.007175,0.006345,0.006000,-0.999936,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099052,3581189,9.7786,0.0456,0.9785,0.0018,0.0012,0.0012,0.023408,-0.671053,-0.023022,-0.740682,-0.0207,0.0715,9.7127,0.0103,0.0037,0.0011,0.207295,0.003667,-0.002921,-0.978267,-0.0143,-0.0219,9.7703,0.0032,0.0052,-0.0025,-0.007203,0.006339,0.005993,-0.999936,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099076,3581190,9.7623,0.0647,0.9639,0.0030,0.0006,0.0013,0.023417,-0.671058,-0.023033,-0.740677,0.0002,0.0916,9.7218,0.0105,0.0023,0.0039,0.207316,0.003669,-0.002930,-0.978263,-0.0058,-0.0275,9.7778,0.0025,0.0051,-0.0020,-0.007229,0.006332,0.005995,-0.999936,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099101,3581191,9.7711,0.0652,0.9748,0.0007,0.0019,0.0011,0.023408,-0.671051,-0.023024,-0.740684,-0.0127,0.0904,9.7266,0.0091,0.0019,0.0026,0.207321,0.003662,-0.002925,-0.978262,-0.0071,-0.0270,9.7778,0.0020,0.0056,-0.0029,-0.007276,0.006330,0.006002,-0.999936,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099126,3581192,9.7600,0.0451,0.9676,0.0036,0.0005,0.0014,0.023421,-0.671054,-0.023040,-0.740680,-0.0193,0.0841,9.7051,0.0098,0.0024,0.0038,0.207341,0.003663,-0.002926,-0.978257,-0.0017,-0.0143,9.7789,0.0042,0.0067,-0.0018,-0.007306,0.006341,0.005983,-0.999935,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099150,3581193,9.7602,0.0561,0.9759,0.0012,0.0013,0.0012,0.023414,-0.671053,-0.023036,-0.740682,-0.0077,0.0800,9.7310,0.0099,0.0024,0.0024,0.207346,0.003665,-0.002928,-0.978256,-0.0066,-0.0184,9.7664,0.0018,0.0057,-0.0023,-0.007324,0.006342,0.005993,-0.999935,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099177,3581194,9.7707,0.0531,0.9677,0.0031,0.0018,0.0018,0.023432,-0.671046,-0.023044,-0.740687,-0.0082,0.0825,9.7310,0.0105,0.0020,0.0033,0.207361,0.003663,-0.002938,-0.978253,-0.0144,-0.0067,9.7715,0.0026,0.0057,-0.0027,-0.007360,0.006342,0.005994,-0.999935,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099203,3581195,9.7610,0.0537,0.9670,0.0024,0.0013,0.0019,0.023442,-0.671045,-0.023046,-0.740687,-0.0149,0.0763,9.7095,0.0100,0.0029,0.0022,0.207361,0.003672,-0.002940,-0.978253,0.0004,-0.0234,9.7739,0.0040,0.0052,-0.0029,-0.007397,0.006336,0.005977,-0.999935,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099226,3581196,9.7812,0.0498,0.9600,0.0013,0.0025,0.0011,0.023435,-0.671033,-0.023043,-0.740699,-0.0248,0.0885,9.7126,0.0092,0.0024,0.0023,0.207366,0.003672,-0.002934,-0.978252,-0.0022,-0.0136,9.7708,0.0015,0.0043,-0.0028,-0.007432,0.006317,0.005991,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099250,3581197,9.7530,0.0505,0.9478,0.0012,0.0020,0.0030,0.023447,-0.671026,-0.023025,-0.740705,-0.0129,0.0865,9.7019,0.0106,0.0023,0.0025,0.207376,0.003674,-0.002945,-0.978250,-0.0102,-0.0248,9.7696,0.0044,0.0053,-0.0022,-0.007452,0.006311,0.005969,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099277,3581198,9.7708,0.0628,0.9775,0.0025,0.0011,0.0006,0.023445,-0.671024,-0.023035,-0.740707,-0.0042,0.0950,9.7102,0.0099,0.0015,0.0008,0.207363,0.003664,-0.002949,-0.978253,-0.0080,-0.0167,9.7583,0.0037,0.0053,-0.0017,-0.007473,0.006304,0.005956,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099302,3581199,9.7618,0.0503,0.9591,0.0023,0.0015,0.0043,0.023476,-0.671021,-0.023015,-0.740709,-0.0169,0.0859,9.7094,0.0091,0.0013,0.0015,0.207357,0.003651,-0.002944,-0.978254,-0.0095,-0.0182,9.7821,0.0029,0.0059,-0.0014,-0.007497,0.006305,0.005953,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099327,3581200,9.7734,0.0568,0.9496,0.0014,0.0030,-0.0002,0.023458,-0.671002,-0.023023,-0.740726,-0.0328,0.0873,9.7275,0.0104,0.0012,0.0030,0.207366,0.003640,-0.002955,-0.978252,-0.0073,-0.0104,9.7708,0.0025,0.0045,-0.0019,-0.007526,0.006291,0.005954,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099353,3581201,9.7531,0.0602,0.9576,0.0024,0.0013,0.0019,0.023467,-0.671001,-0.023025,-0.740727,-0.0177,0.0749,9.6980,0.0100,0.0026,0.0016,0.207359,0.003645,-0.002958,-0.978254,-0.0084,-0.0098,9.7708,0.0025,0.0048,-0.0045,-0.007587,0.006280,0.005956,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099378,3581202,9.7619,0.0606,0.9686,0.0013,0.0019,0.0011,0.023459,-0.670994,-0.023021,-0.740734,-0.0215,0.0879,9.7168,0.0108,0.0031,0.0014,0.207351,0.003657,-0.002969,-0.978255,-0.0017,-0.0294,9.7689,0.0034,0.0045,-0.0030,-0.007628,0.006265,0.005946,-0.999934,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099401,3581203,9.7636,0.0571,0.9497,0.0012,0.0006,0.0006,0.023448,-0.670999,-0.023023,-0.740730,-0.0130,0.0886,9.7194,0.0100,0.0029,0.0022,0.207352,0.003666,-0.002971,-0.978255,-0.0044,-0.0194,9.7657,0.0029,0.0056,-0.0039,-0.007677,0.006262,0.005943,-0.999933,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099427,3581204,9.7692,0.0400,0.9734,0.0018,0.0019,0.0024,0.023456,-0.670992,-0.023015,-0.740736,-0.0075,0.0838,9.7295,0.0098,0.0015,0.0021,0.207351,0.003657,-0.002974,-0.978255,-0.0043,-0.0278,9.7689,0.0033,0.0057,-0.0032,-0.007727,0.006262,0.005933,-0.999933,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099453,3581205,9.7694,0.0509,0.9818,0.0025,0.0018,0.0006,0.023455,-0.670985,-0.023028,-0.740742,-0.0142,0.0853,9.7137,0.0087,0.0033,0.0025,0.207356,0.003667,-0.002959,-0.978254,0.0075,-0.0264,9.7650,0.0016,0.0064,-0.0018,-0.007747,0.006271,0.005946,-0.999933,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099478,3581206,9.7723,0.0570,0.9614,0.0006,0.0007,0.0012,0.023443,-0.670990,-0.023018,-0.740738,-0.0056,0.0857,9.7162,0.0099,0.0021,0.0019,0.207352,0.003665,-0.002962,-0.978255,-0.0036,-0.0195,9.7576,0.0030,0.0047,-0.0012,-0.007759,0.006258,0.005942,-0.999933,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099503,3581207,9.7606,0.0498,0.9718,0.0007,0.0019,0.0011,0.023435,-0.670983,-0.023009,-0.740745,-0.0091,0.0908,9.7294,0.0103,0.0007,0.0033,0.207366,0.003648,-0.002972,-0.978252,-0.0079,-0.0029,9.7751,0.0020,0.0056,-0.0029,-0.007790,0.006257,0.005950,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099528,3581208,9.7597,0.0511,0.9817,0.0036,0.0006,0.0020,0.023457,-0.670988,-0.023021,-0.740739,-0.0063,0.0906,9.7162,0.0094,0.0027,0.0015,0.207358,0.003652,-0.002967,-0.978254,-0.0093,-0.0023,9.7751,0.0031,0.0052,-0.0019,-0.007806,0.006252,0.005945,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099552,3581209,9.7696,0.0612,0.9910,0.0019,0.0012,0.0006,0.023454,-0.670987,-0.023027,-0.740740,-0.0068,0.0848,9.7105,0.0090,0.0016,0.0034,0.207373,0.003643,-0.002960,-0.978251,-0.0060,-0.0268,9.7607,0.0025,0.0051,-0.0020,-0.007832,0.006245,0.005947,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099577,3581210,9.7605,0.0491,0.9725,0.0018,0.0006,0.0007,0.023448,-0.670993,-0.023034,-0.740735,-0.0072,0.0871,9.7105,0.0097,0.0013,0.0030,0.207383,0.003631,-0.002962,-0.978249,-0.0040,-0.0213,9.7732,0.0024,0.0058,-0.0021,-0.007855,0.006246,0.005950,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099628,3581212,9.7728,0.0428,0.9453,0.0019,0.0018,0.0012,0.023452,-0.670992,-0.023047,-0.740735,-0.0208,0.0804,9.7097,0.0105,0.0018,0.0028,0.207396,0.003638,-0.002965,-0.978246,-0.0054,-0.0237,9.7629,0.0031,0.0061,-0.0023,-0.007871,0.006264,0.005945,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099654,3581213,9.7721,0.0554,0.9632,0.0024,0.0006,0.0019,0.023463,-0.670996,-0.023048,-0.740731,-0.0060,0.0819,9.7281,0.0106,0.0023,0.0025,0.207401,0.003641,-0.002976,-0.978245,-0.0018,-0.0304,9.7682,0.0020,0.0050,-0.0028,-0.007913,0.006247,0.005947,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099678,3581214,9.7528,0.0571,0.9614,0.0013,0.0024,0.0005,0.023449,-0.670983,-0.023051,-0.740743,-0.0283,0.0748,9.7247,0.0102,0.0032,0.0013,0.207392,0.003653,-0.002978,-0.978247,-0.0110,-0.0096,9.7701,0.0021,0.0053,-0.0008,-0.007910,0.006242,0.005953,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099702,3581215,9.7700,0.0470,0.9754,0.0007,0.0032,0.0022,0.023449,-0.670964,-0.023032,-0.740761,-0.0164,0.0885,9.7254,0.0084,0.0017,0.0033,0.207407,0.003643,-0.002963,-0.978244,-0.0091,-0.0272,9.7764,0.0034,0.0033,-0.0022,-0.007931,0.006212,0.005944,-0.999932,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099728,3581216,9.7740,0.0624,0.9536,0.0018,0.0012,0.0012,0.023450,-0.670963,-0.023033,-0.740762,-0.0170,0.0749,9.7141,0.0106,0.0026,0.0031,0.207418,0.003649,-0.002972,-0.978241,-0.0049,-0.0053,9.7744,0.0031,0.0064,-0.0027,-0.007951,0.006222,0.005938,-0.999931,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099778,3581218,9.7606,0.0407,0.9664,0.0021,0.0009,0.0013,0.023455,-0.670967,-0.023040,-0.740758,-0.0162,0.0931,9.7188,0.0095,0.0021,0.0025,0.207427,0.003651,-0.002964,-0.978239,-0.0146,-0.0160,9.7732,0.0032,0.0052,-0.0025,-0.007991,0.006216,0.005935,-0.999931,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099801,3581219,9.7728,0.0519,0.9559,0.0006,0.0013,0.0018,0.023449,-0.670965,-0.023026,-0.740761,-0.0002,0.0862,9.7249,0.0094,0.0030,0.0021,0.207425,0.003653,-0.002961,-0.978240,-0.0027,-0.0145,9.7694,0.0020,0.0056,-0.0029,-0.008025,0.006215,0.005943,-0.999931,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099826,3581220,9.7642,0.0620,0.9535,0.0017,0.0001,0.0025,0.023460,-0.670974,-0.023015,-0.740752,-0.0225,0.0789,9.7215,0.0092,0.0025,0.0037,0.207443,0.003655,-0.002953,-0.978236,0.0010,-0.0161,9.7612,0.0020,0.0053,-0.0003,-0.008023,0.006211,0.005952,-0.999931,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099852,3581221,9.7640,0.0504,0.9457,0.0013,0.0018,0.0005,0.023448,-0.670967,-0.023017,-0.740759,-0.0229,0.0892,9.7272,0.0104,0.0012,0.0031,0.207456,0.003644,-0.002964,-0.978233,-0.0206,-0.0282,9.7639,0.0035,0.0072,-0.0021,-0.008041,0.006229,0.005940,-0.999931,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099876,3581222,9.7687,0.0352,0.9790,0.0030,0.0006,0.0013,0.023457,-0.670972,-0.023029,-0.740754,-0.0171,0.0784,9.6952,0.0094,0.0030,0.0021,0.207455,0.003652,-0.002957,-0.978233,-0.0040,-0.0308,9.7757,0.0033,0.0045,-0.0024,-0.008064,0.006214,0.005933,-0.999931,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099901,3581223,9.7696,0.0331,0.9695,0.0005,0.0008,0.0024,0.023456,-0.670976,-0.023009,-0.740751,-0.0209,0.0915,9.7139,0.0113,0.0025,0.0032,0.207468,0.003659,-0.002975,-0.978230,-0.0152,-0.0239,9.7682,0.0019,0.0068,-0.0031,-0.008097,0.006228,0.005942,-0.999930,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099927,3581224,9.7619,0.0415,0.9576,0.0012,0.0013,0.0012,0.023452,-0.670975,-0.023005,-0.740752,-0.0032,0.0904,9.7191,0.0101,0.0035,0.0033,0.207480,0.003676,-0.002976,-0.978228,-0.0082,-0.0180,9.7487,0.0043,0.0054,-0.0016,-0.008112,0.006226,0.005921,-0.999930,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541099977,3581226,9.7609,0.0428,0.9677,0.0018,0.0012,0.0012,0.023440,-0.670972,-0.023008,-0.740755,-0.0087,0.0828,9.7094,0.0092,0.0020,0.0022,0.207482,0.003674,-0.002959,-0.978228,-0.0025,-0.0136,9.7531,0.0026,0.0057,-0.0027,-0.008165,0.006219,0.005915,-0.999930,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541100003,3581227,9.7612,0.0538,0.9760,0.0024,0.0013,0.0019,0.023449,-0.670970,-0.023009,-0.740756,-0.0297,0.0905,9.7289,0.0113,0.0020,0.0021,0.207478,0.003669,-0.002983,-0.978228,-0.0089,-0.0109,9.7612,0.0024,0.0058,-0.0021,-0.008195,0.006220,0.005917,-0.999930,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541100027,3581228,9.7706,0.0413,0.9693,0.0018,0.0006,0.0007,0.023445,-0.670974,-0.023014,-0.740753,-0.0179,0.0887,9.7183,0.0109,0.0034,0.0020,0.207475,0.003686,-0.002993,-0.978229,-0.0090,-0.0215,9.7882,0.0036,0.0059,-0.0018,-0.008219,0.006223,0.005904,-0.999929,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541100053,3581229,9.7620,0.0515,0.9670,0.0043,0.0024,0.0025,0.023479,-0.670962,-0.023028,-0.740762,-0.0341,0.0906,9.7364,0.0112,0.0014,0.0023,0.207476,0.003680,-0.003013,-0.978228,-0.0120,-0.0115,9.7850,0.0039,0.0058,-0.0030,-0.008260,0.006224,0.005888,-0.999929,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
1784541100077,3581230,9.7725,0.0487,0.9588,0.0025,-0.0002,-0.0005,0.023468,-0.670973,-0.023049,-0.740751,-0.0069,0.0875,9.7442,0.0094,0.0030,0.0021,0.207476,0.003688,-0.003006,-0.978229,-0.0035,-0.0147,9.7687,0.0032,0.0067,-0.0008,-0.008264,0.006237,0.005880,-0.999929,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False,,Baseline,1
