Timestamp,PacketId,Pelvis_AccX,Pelvis_AccY,Pelvis_AccZ,Pelvis_GyrX,Pelvis_GyrY,Pelvis_GyrZ,Pelvis_QuatW,Pelvis_QuatX,Pelvis_QuatY,Pelvis_QuatZ,Left_AccX,Left_AccY,Left_AccZ,Left_GyrX,Left_GyrY,Left_GyrZ,Left_QuatW,Left_QuatX,Left_QuatY,Left_QuatZ,Right_AccX,Right_AccY,Right_AccZ,Right_GyrX,Right_GyrY,Right_GyrZ,Right_QuatW,Right_QuatX,Right_QuatY,Right_QuatZ,GaitEvent_LeftStance,GaitEvent_RightStance,GaitEvent_IsWalking,MotionContext_State,MotionContext_Confidence,PD_DirectionDeg,PD_Stability,PD_IsValid,FPA_Left_Deg,FPA_Left_Error,FPA_Left_OnTarget,FPA_Right_Deg,FPA_Right_Error,FPA_Right_OnTarget
1783432919265,22112,9.7528,0.1932,1.1621,-0.0185,0.0008,0.0049,0.643400,0.351000,-0.561500,0.384200,-1.9005,-1.3599,9.4499,0.0116,0.0065,0.0071,0.573000,-0.120700,-0.002300,0.810600,-2.9635,1.7019,9.1475,-0.0013,0.0100,0.0032,0.940600,0.039100,0.173900,0.289000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919275,22113,9.7495,0.2010,1.1714,-0.0190,-0.0010,0.0058,0.643300,0.350900,-0.561600,0.384200,-1.8929,-1.3727,9.4618,0.0123,0.0045,0.0042,0.573000,-0.120700,-0.002300,0.810600,-2.9686,1.7107,9.1640,-0.0008,0.0084,0.0045,0.940600,0.039100,0.173900,0.289000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919285,22114,9.7505,0.1989,1.1612,-0.0220,-0.0040,0.0049,0.643500,0.350600,-0.561900,0.383800,-1.8790,-1.3699,9.4498,0.0128,0.0061,0.0059,0.573300,-0.120700,-0.002300,0.810400,-2.9743,1.7026,9.1669,0.0006,0.0095,0.0025,0.940600,0.039000,0.174000,0.288800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919295,22115,9.7281,0.1706,1.1492,-0.0210,-0.0052,0.0036,0.643800,0.350000,-0.562300,0.383300,-1.8687,-1.3549,9.4489,0.0107,0.0053,0.0054,0.573400,-0.120700,-0.002300,0.810300,-2.9865,1.7100,9.1718,-0.0010,0.0076,0.0047,0.940600,0.038900,0.174000,0.288900,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919306,22116,9.7462,0.1746,1.1592,-0.0186,-0.0054,0.0015,0.643700,0.349900,-0.562400,0.383200,-1.8954,-1.3666,9.4489,0.0111,0.0040,0.0060,0.573300,-0.120700,-0.002300,0.810400,-2.9828,1.6989,9.1779,-0.0025,0.0055,0.0062,0.940700,0.038800,0.174000,0.288700,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919317,22117,9.7349,0.1491,1.1282,-0.0151,-0.0058,0.0017,0.643600,0.349800,-0.562600,0.383200,-1.8793,-1.3734,9.4393,0.0116,0.0015,0.0045,0.573000,-0.120700,-0.002400,0.810600,-2.9907,1.6973,9.1661,-0.0020,0.0023,0.0048,0.940800,0.038900,0.174000,0.288400,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919328,22118,9.7756,0.1802,1.1498,-0.0130,0.0014,0.0008,0.643800,0.349500,-0.562800,0.382900,-1.8790,-1.3524,9.4714,0.0114,0.0010,0.0042,0.572700,-0.120700,-0.002400,0.810800,-2.9786,1.7029,9.1655,-0.0003,0.0045,0.0056,0.940900,0.039000,0.174000,0.288000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919339,22119,9.7960,0.1753,1.1617,-0.0092,-0.0003,0.0022,0.643800,0.349300,-0.563000,0.382700,-1.8758,-1.3555,9.4450,0.0110,0.0008,0.0031,0.572700,-0.120700,-0.002400,0.810800,-2.9773,1.7009,9.1889,0.0000,0.0030,0.0075,0.940900,0.039000,0.174000,0.287800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919350,22120,9.7592,0.1640,1.1490,-0.0107,0.0000,0.0044,0.643900,0.349100,-0.563200,0.382600,-1.8687,-1.3659,9.4706,0.0095,-0.0008,0.0036,0.572700,-0.120600,-0.002500,0.810800,-2.9794,1.7037,9.1650,-0.0016,0.0022,0.0086,0.940900,0.039000,0.174000,0.287900,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919360,22121,9.7204,0.2022,1.1250,-0.0133,-0.0012,0.0025,0.643700,0.349100,-0.563200,0.382800,-1.8746,-1.3599,9.4479,0.0098,0.0020,0.0021,0.572800,-0.120700,-0.002600,0.810800,-2.9851,1.7002,9.1769,-0.0002,0.0032,0.0059,0.941000,0.039000,0.174000,0.287600,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919371,22122,9.7233,0.1514,1.1256,-0.0148,-0.0075,0.0026,0.644000,0.348500,-0.563700,0.382100,-1.8790,-1.3695,9.4433,0.0099,-0.0021,0.0041,0.572700,-0.120600,-0.002600,0.810900,-2.9781,1.7022,9.1884,-0.0003,0.0014,0.0080,0.941100,0.039100,0.173900,0.287300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919381,22123,9.7464,0.1458,1.1066,-0.0120,-0.0050,-0.0004,0.643600,0.349000,-0.563500,0.382600,-1.8771,-1.3761,9.4460,0.0119,-0.0015,0.0028,0.572500,-0.120500,-0.002700,0.811000,-2.9801,1.6900,9.1833,-0.0012,-0.0006,0.0086,0.941100,0.039100,0.173900,0.287200,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919392,22124,9.7691,0.1721,1.1165,-0.0105,-0.0040,-0.0003,0.643600,0.349100,-0.563600,0.382600,-1.8787,-1.3702,9.4598,0.0117,-0.0005,0.0030,0.572800,-0.120500,-0.002700,0.810800,-2.9894,1.7125,9.1704,-0.0010,-0.0020,0.0083,0.941100,0.039100,0.173800,0.287400,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919402,22125,9.7709,0.1625,1.1253,-0.0115,-0.0075,0.0014,0.643400,0.349000,-0.563700,0.382600,-1.8633,-1.3679,9.4481,0.0104,-0.0012,0.0030,0.572600,-0.120500,-0.002800,0.810900,-2.9661,1.6961,9.1832,-0.0012,-0.0007,0.0079,0.941200,0.039100,0.173700,0.287200,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919412,22126,9.7548,0.1473,1.1218,-0.0086,-0.0137,0.0029,0.643400,0.348800,-0.564100,0.382400,-1.8710,-1.3649,9.4546,0.0120,0.0010,0.0029,0.572800,-0.120400,-0.002800,0.810800,-2.9515,1.6976,9.1742,-0.0003,0.0001,0.0061,0.941200,0.039100,0.173700,0.287000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919422,22127,9.7482,0.1343,1.1178,-0.0045,-0.0170,0.0045,0.643100,0.348900,-0.564200,0.382500,-1.8620,-1.3718,9.4511,0.0094,-0.0004,0.0028,0.572800,-0.120400,-0.002900,0.810800,-2.9687,1.7036,9.1682,-0.0008,-0.0012,0.0080,0.941300,0.039100,0.173600,0.287000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919433,22128,9.7401,0.1305,1.1033,-0.0004,-0.0161,0.0042,0.642900,0.348900,-0.564500,0.382500,-1.8664,-1.3748,9.4308,0.0127,0.0017,0.0043,0.572700,-0.120300,-0.002900,0.810900,-2.9754,1.7046,9.1889,0.0003,0.0015,0.0071,0.941300,0.039200,0.173600,0.286800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919443,22129,9.7483,0.1411,1.0897,-0.0001,-0.0178,0.0042,0.642500,0.349200,-0.564500,0.382800,-1.8897,-1.3713,9.4494,0.0100,0.0003,0.0042,0.572400,-0.120400,-0.003000,0.811100,-2.9579,1.6973,9.1626,-0.0019,0.0002,0.0077,0.941500,0.039300,0.173600,0.286200,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919453,22130,9.7690,0.1845,1.0665,-0.0053,-0.0167,0.0057,0.642500,0.348900,-0.564900,0.382400,-1.8783,-1.3629,9.4643,0.0125,0.0021,0.0035,0.572200,-0.120300,-0.003000,0.811200,-2.9649,1.6981,9.1832,0.0005,0.0022,0.0062,0.941600,0.039300,0.173500,0.286000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919464,22131,9.7784,0.1455,1.0734,-0.0022,-0.0207,0.0051,0.642500,0.348700,-0.565300,0.382100,-1.8756,-1.3723,9.4536,0.0113,0.0023,0.0030,0.572600,-0.120300,-0.003000,0.810900,-2.9578,1.6982,9.1624,-0.0000,-0.0003,0.0069,0.941500,0.039200,0.173500,0.286300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919474,22132,9.7695,0.1420,1.0682,0.0021,-0.0162,0.0038,0.642000,0.349200,-0.565200,0.382600,-1.8613,-1.3761,9.4573,0.0118,0.0034,0.0036,0.572600,-0.120300,-0.003000,0.811000,-2.9490,1.6959,9.1653,-0.0000,0.0032,0.0082,0.941500,0.039300,0.173400,0.286300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919484,22133,9.7815,0.1746,1.0647,-0.0003,-0.0131,0.0020,0.642200,0.348700,-0.565700,0.382000,-1.8502,-1.3550,9.4408,0.0109,0.0044,0.0052,0.572500,-0.120300,-0.003000,0.811000,-2.9741,1.7025,9.1797,-0.0006,0.0038,0.0065,0.941600,0.039400,0.173400,0.286000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919495,22134,9.7544,0.1576,1.0792,-0.0017,-0.0141,0.0028,0.642100,0.348600,-0.566000,0.381900,-1.8691,-1.3670,9.4348,0.0104,0.0033,0.0046,0.572500,-0.120200,-0.003100,0.811100,-2.9531,1.7056,9.1821,-0.0000,0.0032,0.0082,0.941500,0.039400,0.173400,0.286100,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919505,22135,9.7667,0.1498,1.0765,0.0006,-0.0173,0.0038,0.642100,0.348400,-0.566300,0.381600,-1.8525,-1.3559,9.4568,0.0103,0.0038,0.0056,0.572200,-0.120200,-0.003100,0.811300,-2.9711,1.7116,9.1758,-0.0017,0.0020,0.0056,0.941600,0.039400,0.173400,0.285900,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919516,22136,9.7625,0.1361,1.0429,0.0005,-0.0160,0.0051,0.642000,0.348300,-0.566600,0.381400,-1.8597,-1.3621,9.4654,0.0123,0.0045,0.0043,0.572100,-0.120200,-0.003100,0.811300,-2.9687,1.6880,9.1771,-0.0012,0.0025,0.0062,0.941700,0.039500,0.173400,0.285500,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919528,22137,9.7676,0.1478,1.0686,0.0035,-0.0148,0.0026,0.642200,0.347900,-0.567100,0.380800,-1.8708,-1.3677,9.4377,0.0118,0.0034,0.0036,0.572000,-0.120200,-0.003100,0.811400,-2.9543,1.7063,9.1816,0.0003,0.0044,0.0040,0.941800,0.039500,0.173400,0.285300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919538,22138,9.7783,0.1404,1.0858,0.0000,-0.0134,0.0050,0.642700,0.346800,-0.567900,0.379700,-1.8602,-1.3655,9.4682,0.0110,0.0031,0.0065,0.571600,-0.120300,-0.003100,0.811700,-2.9534,1.7024,9.1726,0.0002,0.0038,0.0072,0.942000,0.039700,0.173400,0.284700,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919549,22139,9.7810,0.1388,1.0529,-0.0005,-0.0166,0.0029,0.642400,0.347100,-0.567900,0.379900,-1.8614,-1.3627,9.4684,0.0103,0.0054,0.0061,0.571300,-0.120200,-0.003200,0.811900,-2.9667,1.6976,9.1728,0.0008,0.0040,0.0064,0.942000,0.039800,0.173400,0.284500,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919559,22140,9.7705,0.1363,1.0677,-0.0016,-0.0159,0.0011,0.642000,0.347500,-0.567900,0.380200,-1.8502,-1.3819,9.4537,0.0106,0.0052,0.0036,0.571200,-0.120200,-0.003200,0.812000,-2.9638,1.6916,9.1876,0.0019,0.0025,0.0067,0.942000,0.039800,0.173400,0.284500,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919569,22141,9.7598,0.1427,1.0534,-0.0021,-0.0129,0.0015,0.641900,0.347600,-0.568000,0.380100,-1.8542,-1.3608,9.4493,0.0088,0.0006,0.0037,0.571400,-0.120200,-0.003300,0.811800,-2.9453,1.7166,9.1563,-0.0011,0.0014,0.0073,0.942000,0.039800,0.173400,0.284500,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919580,22142,9.7678,0.1540,1.0418,-0.0026,-0.0047,0.0009,0.641700,0.347800,-0.568000,0.380400,-1.8666,-1.3765,9.4664,0.0106,0.0008,0.0038,0.571400,-0.120100,-0.003300,0.811900,-2.9635,1.7077,9.1688,0.0003,0.0014,0.0064,0.942000,0.039800,0.173300,0.284700,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919590,22143,9.7961,0.1612,1.0436,-0.0014,0.0033,-0.0001,0.641600,0.347900,-0.568000,0.380500,-1.8610,-1.3648,9.4583,0.0100,0.0017,0.0030,0.571400,-0.120100,-0.003300,0.811800,-2.9622,1.6889,9.1787,0.0001,-0.0003,0.0092,0.942000,0.039800,0.173200,0.284700,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919601,22144,9.7756,0.1570,1.0628,-0.0028,0.0053,-0.0024,0.641600,0.347800,-0.568000,0.380500,-1.8672,-1.3713,9.4670,0.0113,-0.0007,0.0019,0.571700,-0.120000,-0.003400,0.811700,-2.9682,1.7054,9.1808,0.0034,-0.0008,0.0076,0.942000,0.039800,0.173200,0.284900,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919612,22145,9.7676,0.1541,1.0440,-0.0016,0.0055,0.0020,0.641500,0.347800,-0.568000,0.380600,-1.8652,-1.3718,9.4541,0.0103,-0.0019,0.0002,0.571400,-0.120000,-0.003500,0.811900,-2.9570,1.6993,9.1753,0.0008,-0.0034,0.0101,0.942100,0.040000,0.173100,0.284400,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919623,22146,9.7673,0.1537,1.0460,0.0052,0.0107,0.0013,0.641200,0.348200,-0.567700,0.381200,-1.8509,-1.3605,9.4401,0.0097,-0.0032,0.0028,0.571300,-0.119900,-0.003600,0.811900,-2.9660,1.7073,9.1811,-0.0007,-0.0047,0.0090,0.942200,0.040100,0.173000,0.284200,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919633,22147,9.7606,0.1501,1.0095,0.0045,0.0150,0.0012,0.641300,0.348200,-0.567600,0.381300,-1.8352,-1.3648,9.4441,0.0103,-0.0027,0.0025,0.571400,-0.119800,-0.003600,0.811800,-2.9313,1.6990,9.1698,0.0007,-0.0032,0.0108,0.942100,0.040100,0.172900,0.284300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919643,22148,9.8278,0.1581,1.0287,0.0069,0.0209,-0.0001,0.641600,0.347700,-0.567700,0.381000,-1.8321,-1.3810,9.4492,0.0096,0.0017,0.0036,0.571400,-0.119900,-0.003700,0.811900,-2.9247,1.7209,9.1714,0.0028,0.0036,0.0086,0.942300,0.040300,0.172900,0.283900,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919654,22149,9.8346,0.1298,1.0345,0.0138,0.0161,0.0015,0.641200,0.348300,-0.567200,0.381800,-1.8389,-1.3813,9.4421,0.0098,0.0050,0.0032,0.571200,-0.119900,-0.003700,0.812000,-2.9510,1.7113,9.1717,0.0023,0.0076,0.0075,0.942400,0.040400,0.173000,0.283500,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919664,22150,9.7904,0.1879,1.0144,0.0115,0.0202,0.0031,0.641300,0.348100,-0.567200,0.381900,-1.8272,-1.3763,9.4433,0.0096,0.0096,0.0055,0.571100,-0.120000,-0.003700,0.812100,-2.9274,1.7230,9.1701,0.0019,0.0100,0.0038,0.942400,0.040500,0.173100,0.283300,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919675,22151,9.7185,0.1807,1.0527,0.0068,0.0175,0.0026,0.641100,0.348500,-0.566800,0.382500,-1.8587,-1.3755,9.4541,0.0116,0.0109,0.0070,0.570800,-0.120000,-0.003700,0.812300,-2.9570,1.7022,9.1974,-0.0003,0.0102,0.0069,0.942500,0.040500,0.173100,0.283000,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
1783432919685,22152,9.7158,0.1583,1.0276,0.0002,0.0153,0.0010,0.641000,0.348600,-0.566600,0.382800,-1.8631,-1.3693,9.4674,0.0123,0.0096,0.0069,0.570700,-0.120100,-0.003600,0.812300,-2.9573,1.6980,9.1882,-0.0017,0.0087,0.0052,0.942600,0.040500,0.173200,0.282800,True,True,False,Straight,0.500,0.00,0.000,False,,,False,,,False
