PacketId,Role,StatusWord,Qx,Qy,Qz,Qw,Gx,Gy,Gz,FreeAx,FreeAy,FreeAz,Ax,Ay,Az,DQx,DQy,DQz,DQw,DVx,DVy,DVz
451271,Left,0,0.0776,0.1164,-0.6081,0.7814,0.0120,0.0058,0.0028,0.0000,0.0000,-0.1027,-2.6843,-0.1957,9.3295,0.0001,0.0001,0.0000,1.0000,-0.0671,-0.0049,0.2332
451271,Pelvis,0,-0.0804,-0.6439,-0.0923,0.7552,0.0033,-0.0026,-0.0019,0.0000,0.0000,-0.0045,9.6854,-0.0254,1.5467,0.0000,-0.0000,-0.0000,1.0000,0.2421,-0.0006,0.0387
451271,Right,0,-0.0060,0.0075,0.5239,0.8517,-0.0108,0.0045,0.0339,-0.0000,-0.0000,-0.0282,-0.1880,-0.0241,9.7826,-0.0001,0.0001,0.0004,1.0000,-0.0047,-0.0006,0.2446
451272,Left,0,0.0778,0.1164,-0.6081,0.7814,0.0112,0.0058,0.0024,-0.0148,-0.0105,-0.0921,-2.6810,-0.2129,9.3412,0.0001,0.0001,0.0000,1.0000,-0.0670,-0.0054,0.2335
451272,Pelvis,0,-0.0804,-0.6440,-0.0923,0.7552,0.0020,-0.0054,-0.0009,0.0350,0.0127,-0.0077,9.6872,-0.0047,1.5154,0.0000,-0.0001,-0.0000,1.0000,0.2422,-0.0001,0.0379
451272,Right,0,-0.0061,0.0075,0.5243,0.8515,-0.0092,0.0054,0.0340,0.0107,0.0038,-0.0152,-0.1801,-0.0318,9.7958,-0.0001,0.0001,0.0004,1.0000,-0.0045,-0.0008,0.2449
451273,Pelvis,0,-0.0804,-0.6440,-0.0923,0.7552,0.0033,-0.0032,-0.0012,-0.0115,0.0026,-0.0101,9.6783,-0.0255,1.5563,0.0000,-0.0000,-0.0000,1.0000,0.2420,-0.0006,0.0389
451274,Left,0,0.0781,0.1164,-0.6081,0.7814,0.0108,0.0064,0.0024,-0.0149,-0.0097,-0.1005,-2.6815,-0.2087,9.3323,0.0003,0.0002,0.0001,1.0000,-0.1340,-0.0106,0.4666
451274,Pelvis,0,-0.0803,-0.6441,-0.0923,0.7551,0.0027,-0.0026,-0.0012,-0.0095,0.0121,-0.0109,9.6775,-0.0153,1.5557,0.0000,-0.0000,-0.0000,1.0000,0.2419,-0.0004,0.0389
451274,Right,0,-0.0064,0.0075,0.5250,0.8510,-0.0090,0.0045,0.0347,0.0058,-0.0043,-0.0262,-0.1913,-0.0339,9.7846,-0.0002,0.0001,0.0009,1.0000,-0.0095,-0.0016,0.4892
